Well,Date,Oil,Gas,Water,InjGas,InjWtr
SCU_41-05,12/1/1965,16921,5353,3162,,
SCU_34-09,6/1/1973,16930,213679,524,,
KGSF_1,6/1/1965,16933,4406,1675,,
SCU_41-05,11/1/1975,16933,207789,5910,,
SRU_14A-33,4/1/1974,16935,20541,5070,,
SCU_43-09,11/1/1973,16936,170753,8410,,
SCU_34-08,8/1/1963,16939,4019,346,,
SRU_21-34,3/1/1980,16940,418422,4080,,
SCU_32A-09,7/1/1980,16949,586413,2790,,
SCU_13-34,2/1/1975,16958,41342,10098,,
SCU_41-05,3/1/1976,16965,223859,6076,,
SCU_41-05,9/1/1967,16966,21504,6769,,
SRU_21-27,7/1/1968,16977,6587,10546,,
SCU_13-34,9/1/1973,16983,14775,1318,,
SRU_32A-33,12/1/1992,16983,220414,27695,,
SRU_32A-33,8/1/1992,16984,212191,36099,,
SCU_41-05,7/1/1978,16985,360365,5332,,
SRU_21-34,6/1/1963,16987,2371,172,,
SCU_32A-09,6/1/1980,16989,521974,2730,,
SCU_13-04,3/1/1975,16991,138104,60,,
SCU_43A-05,3/1/1975,16991,138104,60,,
SCU_41-05,5/1/1968,16992,36235,5543,,
SCU_44-33,2/1/2014,16994,6111,2676,,
SCU_34-09,7/1/1976,16995,326030,420,,
SRU_23-15,9/1/1966,16998,5285,3370,,
SRU_21-27,10/1/1974,16999,219557,6990,,
SCU_12A-04,11/1/1974,17008,294400,348,,
SRU_21-22,3/1/1967,17013,8569,20706,,
SCU_32-08,1/1/1963,17014,4538,172,,
SCU_24-09,10/1/1978,17016,605650,805,,
SCU_24A-09,10/1/1978,17016,605650,805,,
KGSF_1,7/1/1964,17021,4214,709,,
SRU_23-33,8/1/1967,17023,10083,2325,,
SCU_44-04,8/1/1976,17024,272482,2821,,
SCU_41-05,3/1/1966,17025,5411,1458,,
SCU_34-09,11/1/1971,17029,202597,383,,
SRU_32-33,12/1/1963,17033,3154,394,,
SCU_34-04,5/1/1996,17035,4818,9347,,
SCU_43-08,12/1/1963,17042,5833,172,,
SRU_23-27,6/1/1969,17045,79664,17045,,
SRU_41A-15,6/1/1969,17045,50301,5682,,
SRU_21-27,4/1/1963,17049,2422,174,,
SRU_32-33,8/1/1964,17050,4522,2325,,
SRU_21-34,10/1/1965,17050,4285,170,,
SCU_44-08,9/1/1976,17050,320671,5070,,
SCU_32-08,5/1/1963,17051,5049,172,,
SRU_21-34,7/1/1965,17051,4437,172,,
KGSF_1,3/1/1966,17051,4263,3968,,
SCU_314-03,2/1/1978,17052,433509,3650,,
SCU_12-03,7/1/1962,17053,3752,1207,,
SCU_24-05,9/1/1977,17056,375054,1920,,
SCU_341-04,2/1/1961,17058,4164,180,,
SRU_32A-33,7/1/1992,17062,207005,33116,,
SRU_21-27,9/1/1963,17067,2589,172,,
SRU_32-33,9/1/1964,17069,4384,2551,,
SCU_44-04,2/1/1978,17071,429635,3759,,
SRU_23-27,3/1/1969,17073,58013,14177,,
SCU_34-33,11/1/1975,17085,214789,60,,
SCU_21-03,12/1/1975,17086,369233,26691,,
KGSF_1,5/1/1972,17088,174906,23598,,
SCU_12-03,2/1/1966,17090,5489,2430,,
SCU_41-05,4/1/1968,17092,38823,5249,,
SRU_41-33,4/1/1963,17093,2957,173,,
SRU_32-33,8/1/1966,17093,7619,6484,,
SCU_321-09,3/1/1967,17096,67498,528,,
SRU_12-15,3/1/1972,17102,35031,4824,,
SCU_43-08,9/1/1963,17107,4204,173,,
SCU_32-09,3/1/1973,17107,34133,769,,
SRU_12-27,4/1/1979,17120,74327,13830,,
SRU_21-34,4/1/1981,17121,308125,3922,,
SRU_12-27,10/1/1967,17123,15682,19096,,
SRU_21-34,10/1/1981,17123,194271,9106,,
SCU_12-03,4/1/1966,17128,5656,2790,,
SRU_21-27,11/1/1962,17133,2461,173,,
SCU_32-08,6/1/1962,17142,3446,173,,
SRU_21-34,6/1/1983,17145,75662,25743,,
SCU_32A-09,4/1/1979,17147,475601,2880,,
SCU_31A-16,12/1/1976,17154,307226,155,,
KGSF_1,2/1/1963,17158,3101,173,,
SRU_32-33,4/1/1963,17173,2909,262,,
SRU_12-34,3/1/1965,17178,4281,174,,
SRU_32-33,2/1/1965,17179,4406,4295,,
SCU_21-16,9/1/1964,17182,5799,174,,
SCU_34-08,11/1/1966,17183,4137,441,,
KGSF_1,3/1/1968,17185,63501,5349,,
SRU_312-22,6/1/1963,17186,2574,174,,
SCU_21-08,8/1/1963,17186,4085,169,,
KGSF_1,8/1/1961,17203,3243,186,,
SCU_21-03,11/1/1975,17206,371093,28380,,
SCU_12-03,10/1/1965,17207,4735,2517,,
SRU_234-15,12/1/1971,17208,68419,51624,,
SRU_23-33,10/1/1966,17224,4348,1972,,
SCU_31A-16,4/1/1977,17224,338116,150,,
SRU_12-15,12/1/1966,17225,5480,3100,,
SCU_32A-09,7/1/1979,17226,523694,2340,,
SCU_23-03,8/1/1972,17228,131297,40199,,
SCU_33-05,10/1/1976,17233,150643,155,,
SCU_43-09,2/1/1964,17241,4884,6705,,
SCU_41-05,10/1/1967,17258,21092,6994,,
SCU_34-33,11/1/1964,17261,6483,2133,,
SCU_11-16,10/1/1973,17265,215794,52,,
SCU_43A-08,4/1/1975,17267,75942,1890,,
SRU_23-15,7/1/1966,17268,4605,3794,,
SCU_34-09,1/1/1978,17270,448858,1242,,
SCU_314-04,10/1/1965,17274,31450,157,,
KGSF_1,5/1/1964,17276,4124,720,,
SCU_43-09,1/1/1978,17284,433768,15996,,
SCU_314-03,12/1/1977,17285,476175,5434,,
SCU_34-09,5/1/1965,17287,5280,1103,,
SRU_21-34,9/1/1979,17287,371940,4524,,
SRU_23-27,1/1/1970,17289,48819,18730,,
SCU_41-05,12/1/1971,17292,19108,11528,,
SCU_24-05,7/1/1978,17297,486926,1950,,
SCU_14-05,5/1/1970,17303,5315,2360,,
SCU_21-08,9/1/1974,17304,317510,11948,,
SRU_32-33,10/1/1964,17307,4487,2586,,
SCU_14-34,2/1/1967,17313,11874,9310,,
SCU_33-33,11/1/1987,17315,359132,88,,
SCU_21-04,8/1/1962,17316,4176,175,,
SCU_32A-09,1/1/1985,17319,722541,1481,,
SCU_44-08,6/1/1976,17323,292861,240,,
SRU_21-34,2/1/1980,17328,399162,5724,,
SCU_21-16,2/1/1965,17333,5333,175,,
SCU_24-05,5/1/1975,17355,178396,1488,,
SCU_32A-09,6/1/1982,17356,558959,3670,,
SCU_34-08,9/1/1970,17357,11735,1717,,
SRU_21-34,5/1/1978,17359,462938,7967,,
SCU_14-09,9/1/1961,17362,4215,174,,
KGSF_1,10/1/1961,17368,2893,175,,
SRU_23-27,3/1/1971,17372,75327,12580,,
SCU_21-08,9/1/1973,17376,149301,1989,,
SCU_21-16,5/1/1968,17382,6959,366,,
SRU_34-28,8/1/1971,17392,54133,32299,,
SCU_44-33,3/1/2014,17393,10935,3865,,
SRU_32A-33,6/1/1992,17396,193255,33771,,
SRU_21-34,4/1/1978,17404,433658,6860,,
SCU_21-08,6/1/1976,17407,340925,11448,,
SCU_24-05,6/1/1976,17407,251627,2070,,
SCU_23A-03,6/1/1977,17410,278987,630,,
SRU_23-27,1/1/1972,17414,32646,26121,,
SRU_23-33,8/1/1970,17423,10101,2833,,
SRU_23-27,8/1/1969,17425,68050,18877,,
SRU_12-27,2/1/1961,17426,2613,378,,
SCU_21-04,3/1/1962,17428,4546,174,,
SCU_21-08,11/1/1979,17430,512870,6728,,
SRU_312-22,1/1/1965,17440,3935,9391,,
SCU_43-04,10/1/1968,17440,31629,172,,
SCU_21-08,9/1/1979,17442,557793,6630,,
SRU_21-27,12/1/1963,17445,3399,176,,
SCU_21-16,12/1/1963,17449,4860,176,,
SCU_33-08,11/1/1976,17449,250259,720,,
SCU_23A-03,7/1/1977,17450,288824,899,,
SCU_314-03,10/1/1978,17460,587356,696,,
SCU_44-04,10/1/1982,17461,628843,3894,,
SCU_11-16,12/1/1980,17462,510836,651,,
SRU_21-34,4/1/1980,17471,435482,5580,,
SRU_32A-33,8/1/1994,17476,219960,28057,,
SCU_24-05,9/1/1974,17495,34277,682,,
SCU_14-34,5/1/1965,17498,5798,4375,,
SRU_12-15,1/1/1968,17498,37919,178,,
SCU_41-05,2/1/1966,17499,5621,1512,,
SCU_33-05,8/1/1976,17512,128122,62,,
KGSF_1,3/1/1963,17518,2793,177,,
SCU_24-05,7/1/1977,17519,357635,1596,,
SCU_33-08,2/1/1977,17524,280050,364,,
SRU_21-34,8/1/1980,17526,423679,5238,,
SCU_43-08,7/1/1972,17527,264204,177,,
SCU_34-08,5/1/1974,17528,102213,9796,,
SRU_23-22,7/1/1973,17538,123461,3850,,
SRU_32A-33,3/1/1994,17538,244650,43905,,
SCU_33-08,2/1/1976,17541,283312,261,,
SRU_12-34,6/1/1965,17543,4109,177,,
SCU_43-08,5/1/1961,17546,4769,177,,
SRU_12-27,8/1/1979,17555,93934,17190,,
SCU_32-08,7/1/1962,17556,2766,177,,
SCU_12-03,7/1/1966,17557,5601,2691,,
SCU_312-09,8/1/1962,17563,3736,177,,
SCU_32-08,1/1/1964,17565,4892,177,,
SRU_21A-34,4/1/1991,17565,16792,31545,,
SRU_23-15,5/1/1965,17567,7139,732,,
SCU_14-09,7/1/1961,17575,4338,186,,
KGSF_1,4/1/1963,17576,2399,178,,
SCU_21-04,7/1/1969,17576,78954,177,,
SRU_21-34,6/1/1980,17581,418795,5550,,
SRU_14-33,3/1/1971,17584,8191,16231,,
SCU_21-16,6/1/1974,17591,137783,480,,
SCU_24-09,9/1/1975,17598,3441,48,,
SCU_24A-09,9/1/1975,17598,3441,48,,
SCU_13-04,12/1/1974,17599,139518,90,,
SCU_43A-05,12/1/1974,17599,139518,90,,
SCU_41-09,1/1/1962,17602,3275,178,,
SCU_21-08,6/1/1979,17606,488906,6526,,
SRU_34-28,2/1/1968,17610,13473,14720,,
SRU_312-22,10/1/1964,17611,3772,6188,,
SCU_33-08,10/1/1976,17611,250528,210,,
SRU_21-27,9/1/1968,17620,3818,11372,,
SCU_13-34,1/1/1988,17624,81666,125,,
SRU_23-22,5/1/1967,17634,13879,12137,,
SCU_34-08,12/1/1968,17636,3732,360,,
SRU_314-27,5/1/1963,17637,2648,178,,
SCU_21-08,2/1/1979,17638,489053,6912,,
SRU_41-33,2/1/1966,17641,4737,3226,,
SCU_11-16,7/1/1973,17642,153232,178,,
SRU_12-34,11/1/1965,17650,5189,183,,
SRU_21-22,2/1/1969,17651,95747,18732,,
SCU_34-05,1/1/1970,17656,70329,180,,
KGSF_1,12/1/1965,17659,4241,3174,,
SCU_12-03,11/1/1968,17659,79549,1329,,
SRU_21-34,2/1/1983,17670,12961,26493,,
SCU_32A-05,3/1/1977,17673,175802,13330,,
SCU_314-03,4/1/1968,17678,5016,15869,,
SCU_31-08,9/1/1983,17681,285496,869,,
SRU_23-33,1/1/1967,17684,11191,2325,,
SCU_31A-16,3/1/1977,17685,338785,180,,
SCU_43-09,2/1/1976,17689,30322,15341,,
SCU_14-09,4/1/1961,17692,4092,183,,
SRU_21-34,5/1/1982,17692,183924,20155,,
SCU_21-08,10/1/1976,17696,443147,13020,,
SRU_32-33,1/1/1966,17697,5134,12202,,
SRU_23-15,6/1/1969,17698,42791,4424,,
SCU_14-34,5/1/1967,17700,16803,11191,,
SCU_21-03,2/1/1962,17705,3676,179,,
SCU_14-09,6/1/1961,17709,4400,181,,
SCU_31-08,1/1/1983,17713,175668,672,,
SRU_432-15,11/1/1960,17714,2459,191,,
SCU_21-08,4/1/1976,17717,367526,9856,,
SCU_41-09,10/1/1961,17718,3446,179,,
SRU_23-15,8/1/1966,17722,6696,3794,,
SCU_43-09,12/1/1973,17725,189027,8990,,
SCU_43-09,9/1/1964,17728,6041,14505,,
SCU_43-08,10/1/1969,17728,14390,361,,
SCU_312-09,2/1/1961,17729,3733,187,,
SCU_34-09,12/1/1965,17737,5514,1798,,
SRU_21-27,4/1/1964,17740,3836,170,,
SCU_43-05,4/1/1970,17741,16047,179,,
SRU_21-22,4/1/1975,17743,20594,23190,,
SCU_41-05,4/1/1966,17745,5769,1620,,
SRU_34-28,12/1/1971,17746,114873,53238,,
SCU_24-05,8/1/1977,17750,398749,2294,,
SCU_21-03,10/1/1977,17752,387757,20460,,
SRU_21-34,10/1/1964,17763,4279,179,,
SCU_44-04,1/1/1978,17764,472505,4896,,
SCU_34-09,1/1/1966,17765,5593,1798,,
SRU_32A-33,11/1/1991,17767,126373,33015,,
SCU_21-04,11/1/1962,17768,3323,179,,
SCU_21-08,8/1/1979,17769,551610,7230,,
SRU_312-22,3/1/1963,17782,2601,180,,
SCU_13-34,10/1/1974,17783,10774,6479,,
SCU_34-09,5/1/1970,17788,5908,363,,
SCU_41-09,2/1/1965,17798,5220,3390,,
SCU_43-09,12/1/1977,17800,431096,16170,,
SCU_34-04,1/1/1975,17801,329117,540,,
SCU_23A-03,9/1/1977,17803,303757,1020,,
SCU_21-04,6/1/1963,17805,5864,180,,
SCU_34-33,8/1/1974,17810,173791,217,,
SCU_21-03,1/1/1976,17811,390058,28148,,
SCU_32A-09,12/1/1977,17816,421744,2325,,
SRU_23-33,11/1/1966,17819,3283,1908,,
SCU_43-05,9/1/1963,17820,5367,180,,
SRU_23-15,11/1/1965,17820,4745,1809,,
SCU_32-08,5/1/1962,17832,3624,180,,
SRU_12-34,4/1/1963,17834,2517,180,,
SRU_12-15,7/1/1966,17838,4720,6944,,
SCU_21-08,9/1/1976,17843,430840,12383,,
SCU_44-08,5/1/1976,17856,250263,270,,
SCU_32-08,2/1/1964,17857,5082,180,,
SRU_21-34,12/1/1979,17858,405102,5340,,
SCU_314-03,5/1/1977,17864,475364,7756,,
SRU_32-33,9/1/1966,17867,5312,6275,,
KGSF_1,10/1/1966,17867,4511,3292,,
SCU_21-16,4/1/1968,17867,5595,355,,
SCU_42B-05,3/1/1984,17871,215930,410,,
SCU_14-09,10/1/1961,17872,3752,181,,
SRU_21-22,4/1/1967,17873,12246,20080,,
SRU_21-34,5/1/1980,17873,428804,5280,,
SCU_21-16,2/1/1964,17877,4458,181,,
SRU_34-28,4/1/1971,17882,50961,37999,,
SRU_314-27,1/1/1965,17887,3999,2439,,
SCU_13-34,6/1/1987,17890,172052,122,,
SCU_34-04,2/1/1961,17892,3733,189,,
SRU_21-34,11/1/1964,17892,4184,181,,
SCU_33-08,7/1/1977,17896,243816,341,,
SCU_21-08,8/1/1974,17897,314961,12600,,
SRU_32-33,3/1/1966,17903,4431,10214,,
SCU_314-03,6/1/1977,17905,482259,6860,,
SCU_32-09,2/1/1962,17908,3351,181,,
SCU_12-03,5/1/1968,17908,77379,3789,,
SRU_14-33,6/1/1965,17910,4617,3161,,
SRU_12-34,3/1/1964,17917,3245,181,,
SCU_32A-09,8/1/1978,17924,441293,1972,,
SRU_12-27,1/1/1980,17929,119928,14100,,
SRU_23-22,11/1/1973,17932,82700,8149,,
SCU_14-09,5/1/1961,17934,4801,189,,
SCU_21-08,1/1/1974,17943,215592,8430,,
SCU_323-09,5/1/1964,17944,12274,181,,
SCU_34-04,5/1/1977,17944,445427,294,,
SCU_314-04,2/1/1965,17952,8228,181,,
SCU_32-08,9/1/1963,17963,5012,181,,
SCU_13-34,11/1/1974,17968,14197,5858,,
SRU_32-33,4/1/1966,17972,4352,10944,,
SRU_24-33,12/1/1972,17973,13446,18,,
KGSF_1,8/1/1964,17980,4040,749,,
SRU_34-28,3/1/1967,17985,6148,17170,,
SCU_12-03,4/1/1961,17986,3381,184,,
SCU_34-09,8/1/1965,17993,5285,947,,
SCU_11-16,10/1/1972,17993,203529,127,,
SCU_43A-08,10/1/1988,17994,145921,1864,,
SCU_24-05,5/1/1977,18001,336297,2100,,
SRU_23-15,2/1/1967,18002,18325,5712,,
SCU_21-08,12/1/1973,18003,206567,8294,,
SCU_24-34,8/1/1973,18008,210497,3820,,
SRU_32A-33,5/1/1992,18008,193246,3481,,
SRU_23-27,10/1/1969,18014,74208,22017,,
SRU_23-15,9/1/1968,18020,26422,2718,,
SRU_12-27,9/1/1980,18021,142164,19380,,
SCU_21-03,5/1/1979,18023,543020,10164,,
SCU_24-09,6/1/1978,18027,557072,972,,
SCU_24A-09,6/1/1978,18027,557072,972,,
SCU_12-03,8/1/1966,18029,5215,2691,,
SCU_44-04,11/1/1977,18033,501109,3888,,
SCU_43-08,2/1/1967,18041,2775,182,,
SCU_21-08,8/1/1978,18041,576033,10005,,
SRU_34-28,10/1/1971,18044,106638,42103,,
SCU_21-03,10/1/1979,18045,639335,5797,,
SRU_32-33,1/1/1965,18047,4720,4512,,
SRU_32-33,5/1/1969,18047,108071,182,,
KGSF_1,8/1/1965,18050,4111,2461,,
SCU_43A-08,1/1/1975,18060,63995,2430,,
SCU_34-33,8/1/1975,18061,195067,217,,
SCU_41-05,10/1/1968,18067,21909,13860,,
SCU_21-08,11/1/1976,18069,431012,10500,,
SCU_21-16,10/1/1965,18070,5461,502,,
SRU_21-27,3/1/1968,18073,4721,10141,,
SCU_43-05,11/1/1963,18076,5411,183,,
SRU_41-33,7/1/1963,18077,3158,183,,
SRU_14-22,11/1/1971,18078,95912,23964,,
SCU_21-08,7/1/1975,18078,295588,11928,,
SCU_21-03,1/1/1979,18080,532878,12431,,
SRU_32-33,11/1/1963,18081,3148,753,,
SCU_34-09,5/1/1969,18082,6946,183,,
SCU_34-08,3/1/1973,18088,5456,10623,,
SRU_32A-33,9/1/1991,18092,115772,34371,,
SCU_34-33,6/1/1964,18102,5104,1361,,
SCU_33-08,6/1/1976,18108,247573,210,,
SCU_34-09,1/1/1971,18116,121146,370,,
SCU_43-05,1/1/1964,18122,4864,183,,
SCU_12-03,12/1/1964,18126,4928,1364,,
SCU_32-09,1/1/1962,18130,3963,183,,
SCU_21-16,8/1/1970,18134,78618,185,,
SCU_34-04,1/1/1980,18134,865883,3625,,
SCU_44-04,1/1/1980,18135,865882,3625,,
SCU_21-03,1/1/1964,18136,4929,3200,,
SCU_32A-09,11/1/1977,18136,428286,2550,,
SRU_34-28,11/1/1971,18141,86758,42329,,
SCU_23A-03,8/1/1978,18158,439877,2001,,
SCU_42A-05,11/1/1981,18160,288451,10862,,
SRU_32-33,6/1/1966,18163,4514,11514,,
SCU_21-03,7/1/1981,18165,514209,10459,,
SRU_32-33,4/1/1969,18167,110631,562,,
SCU_33-08,4/1/1979,18168,326341,174,,
SCU_44-08,4/1/1976,18170,257032,570,,
SCU_24-34,4/1/1976,18182,338906,8073,,
SCU_12A-10,11/1/1977,18184,458525,7075,,
SCU_14-34,6/1/1965,18185,8072,4547,,
SCU_34-33,2/1/1962,18191,3572,184,,
SRU_314-27,7/1/1961,18197,3448,217,,
SRU_14A-33,3/1/1974,18199,15743,5394,,
SRU_32-33,2/1/1966,18201,4475,9408,,
SRU_32-33,12/1/1964,18203,4777,3212,,
SCU_21-16,3/1/1966,18203,5785,488,,
SCU_21-08,9/1/1978,18204,485739,8990,,
SCU_21-08,1/1/1980,18207,462251,8497,,
SCU_31-16,5/1/1973,18210,149631,372,,
SRU_32-33,5/1/1966,18211,4617,11309,,
SRU_21-34,1/1/1982,18212,190749,11066,,
SCU_343-33,1/1/1963,18213,4727,186,,
SCU_21-08,12/1/1978,18214,487225,8432,,
SCU_43A-08,9/1/1975,18217,125494,3270,,
SCU_41-09,9/1/1961,18219,4061,182,,
SRU_23-27,11/1/1971,18223,40360,27335,,
SCU_33-33,9/1/1987,18223,330360,44,,
SRU_23-27,10/1/1968,18227,24766,19500,,
SRU_14A-33,5/1/1975,18227,21444,9870,,
SRU_41-33,12/1/1963,18228,3511,184,,
KGSF_1,10/1/1967,18231,48481,3588,,
SCU_343-33,3/1/1963,18243,4921,184,,
SCU_13-34,1/1/1987,18243,115073,328,,
SRU_312-22,9/1/1963,18244,2557,372,,
SCU_21-16,3/1/1968,18246,5655,381,,
SRU_12-27,12/1/1980,18252,149949,17949,,
KGSF_1,4/1/1972,18253,153313,23231,,
SCU_41-09,8/1/1961,18256,4324,180,,
SRU_41A-15,2/1/1969,18256,39018,9118,,
SCU_41-09,10/1/1979,18258,737668,7530,,
SCU_14-09,8/1/1961,18259,4578,186,,
SCU_12-04,2/1/1965,18262,5732,184,,
SCU_21-08,2/1/1976,18266,376831,10071,,
SCU_33-08,3/1/1977,18268,254017,300,,
SCU_34-09,3/1/1966,18272,5713,2158,,
SCU_13-34,7/1/1987,18275,165922,108,,
SRU_21-15,5/1/1967,18279,76112,9424,,
SCU_23A-03,4/1/1975,18279,84491,60,,
SRU_312-22,11/1/1964,18280,3898,7834,,
SCU_34-09,11/1/1962,18281,3569,185,,
SCU_34-33,9/1/1962,18282,4015,196,,
SCU_21-08,4/1/1979,18282,496443,6608,,
SRU_23-27,2/1/1970,18284,45893,27426,,
SRU_32A-33,3/1/1992,18285,173001,33953,,
SCU_21-08,5/1/1979,18293,465350,5642,,
KGSF_1,8/1/1968,18294,45350,5463,,
SRU_23-27,9/1/1969,18301,84190,21414,,
SCU_21-03,12/1/1978,18305,466608,13547,,
SCU_32A-09,7/1/1982,18306,699307,3666,,
SCU_41-05,4/1/1975,18309,265930,7200,,
SCU_44-08,12/1/1976,18314,415546,403,,
SCU_14-09,11/1/1962,18316,3784,185,,
SCU_43-05,6/1/1964,18326,5881,185,,
SRU_12-34,1/1/1971,18328,6664,18328,,
SCU_44-33,1/1/2014,18328,9670,2506,,
KGSF_1,6/1/1966,18332,4611,4740,,
SCU_24-34,9/1/1978,18340,301061,3550,,
SCU_21-08,5/1/1976,18356,340579,7536,,
SCU_41-09,4/1/1979,18358,585770,6984,,
SCU_32-08,11/1/1963,18363,5224,185,,
SCU_12-03,11/1/1964,18363,5262,1172,,
SRU_32-33,2/1/1969,18363,80713,603,,
KGSF_1,5/1/1968,18364,58246,5810,,
SRU_21-27,2/1/1962,18374,2613,186,,
SCU_12-04,10/1/1972,18375,300834,111,,
SCU_13-34,3/1/1987,18389,223442,302,,
SRU_32A-33,8/1/1991,18391,109244,31296,,
SCU_32-08,10/1/1962,18394,3434,185,,
SRU_21-34,1/1/1983,18395,171976,24176,,
SCU_43-05,12/1/1963,18401,5455,186,,
SRU_32A-33,1/1/1994,18403,256069,37804,,
SRU_12-15,5/1/1972,18404,14434,4040,,
SCU_12-03,6/1/1973,18407,305495,5501,,
SRU_41-33,11/1/1965,18413,6245,3600,,
SRU_14-33,7/1/1965,18415,4320,1601,,
SCU_323-09,10/1/1969,18417,49934,186,,
SRU_21-34,10/1/1979,18418,394229,4321,,
SCU_21-03,11/1/1973,18421,121864,2910,,
SCU_13-34,5/1/1987,18424,183609,186,,
SCU_32-09,1/1/1972,18425,66304,868,,
SRU_12-34,7/1/1971,18426,5425,19178,,
SCU_343-33,10/1/1961,18435,3879,186,,
SRU_21-27,7/1/1974,18436,222617,6990,,
SCU_41-09,7/1/1961,18438,4546,186,,
SCU_11-16,11/1/1973,18438,209277,87,,
SCU_32-08,7/1/1963,18441,5274,186,,
SCU_34-09,6/1/1965,18442,5604,769,,
SCU_42A-05,7/1/1982,18446,696089,22902,,
SCU_34-33,3/1/1961,18451,3815,196,,
SCU_11-16,8/1/1980,18452,595260,330,,
SCU_43-09,7/1/1968,18455,55237,2508,,
SCU_34-08,12/1/1974,18457,21449,6510,,
SCU_34-33,7/1/1975,18462,177005,620,,
SRU_12-34,5/1/1963,18463,2883,186,,
SCU_34-04,2/1/1976,18463,403613,720,,
SCU_12A-04,1/1/1975,18464,301784,120,,
SCU_21-03,3/1/1962,18466,4400,185,,
SCU_21-04,10/1/1969,18467,224145,187,,
SCU_14-09,12/1/1964,18468,6172,187,,
SCU_34-33,4/1/1965,18474,8728,3260,,
KGSF_1,11/1/1966,18484,3405,3186,,
SCU_21-03,3/1/1974,18484,197372,3348,,
SCU_43A-04,8/1/1975,18484,159600,6138,,
SCU_34-33,11/1/1963,18487,6050,770,,
SCU_23A-03,12/1/1974,18487,144410,60,,
SRU_23-27,11/1/1969,18496,63976,22606,,
SCU_44-04,4/1/1979,18505,603993,3045,,
SCU_42A-05,6/1/1982,18506,548694,12800,,
SCU_24-34,5/1/1976,18509,390881,9180,,
SCU_32-08,12/1/1963,18511,5269,187,,
SCU_43-04,11/1/1970,18512,123913,187,,
SCU_31-16,5/1/1971,18514,131179,56,,
SCU_24-09,2/1/1978,18516,481245,714,,
SCU_24A-09,2/1/1978,18516,481245,714,,
SCU_21-08,11/1/1982,18518,497141,1813,,
SRU_12-15,10/1/1972,18527,4078,13416,,
SRU_23-22,10/1/1973,18533,131846,15163,,
SCU_21A-09,5/1/2005,18536,11634,145,,
SCU_13-34,8/1/1987,18544,116480,95,,
SCU_21-03,10/1/1975,18550,388773,31186,,
SCU_21-16,6/1/1970,18554,55411,189,,
SCU_41-09,6/1/1970,18554,194374,574,,
SCU_43-09,2/1/1977,18558,194107,16060,,
SCU_21-16,1/1/1968,18560,10500,397,,
SCU_24-05,9/1/1976,18578,291356,1980,,
SCU_41-05,1/1/1966,18581,5944,1674,,
SRU_12-15,11/1/1972,18582,5780,13456,,
SCU_41-09,10/1/1963,18583,6032,774,,
SCU_42-05,12/1/1974,18585,120243,9090,,
SCU_34-09,4/1/1966,18590,5759,2340,,
SCU_341-04,11/1/1960,18591,4338,198,,
SCU_34-33,6/1/1967,18591,7631,2594,,
SCU_42A-05,12/1/1981,18597,313170,11654,,
SCU_32-09,8/1/1968,18599,31519,195,,
SRU_21-27,8/1/1964,18600,4304,188,,
SRU_32-33,12/1/1965,18605,4392,12202,,
SCU_21-08,12/1/1979,18608,490794,7590,,
SCU_44-04,9/1/1979,18616,697324,3509,,
SCU_34-08,5/1/1968,18618,7202,1228,,
SCU_12-03,10/1/1966,18619,4748,2691,,
SCU_21-08,12/1/1977,18619,486586,12499,,
SCU_42-05,9/1/1975,18633,274162,6480,,
SCU_21-03,12/1/1973,18637,130409,3007,,
SCU_21-03,9/1/1978,18647,496268,14476,,
SCU_44-04,6/1/1979,18648,587773,2646,,
SCU_21-16,11/1/1963,18650,5182,188,,
SRU_21-27,3/1/1962,18651,2984,188,,
SCU_332-04,12/1/1964,18655,9210,188,,
SCU_42-05,8/1/1974,18657,156501,12586,,
SRU_312-22,12/1/1964,18674,4223,8003,,
SRU_41-33,3/1/1964,18691,4291,381,,
SRU_24-33,5/1/1975,18695,302592,1085,,
SCU_43-05,5/1/1963,18703,4719,189,,
SRU_21-34,6/1/1979,18703,385904,4050,,
SRU_312-22,10/1/1965,18705,4907,13411,,
SRU_23-27,7/1/1969,18709,83417,18709,,
SRU_23-27,9/1/1971,18711,69323,22869,,
SCU_43-09,3/1/1974,18712,241336,8618,,
SCU_43-05,9/1/1965,18719,7276,195,,
SRU_14-33,12/1/1965,18723,4419,5890,,
SCU_44-08,8/1/1976,18732,350342,434,,
SRU_12-27,3/1/1961,18736,2766,407,,
SCU_24-05,1/1/1976,18739,230653,1178,,
SCU_21-08,10/1/1979,18740,568396,7130,,
SCU_41-09,1/1/1975,18741,20715,87,,
SCU_41-05,6/1/1975,18743,176347,8554,,
SCU_21-08,11/1/1978,18746,476604,9106,,
SCU_21-03,7/1/1975,18749,309592,31000,,
SCU_23A-03,12/1/1975,18752,31258,62,,
SCU_21-03,9/1/1979,18757,610971,4590,,
SCU_34-04,1/1/1973,18760,316194,132,,
SCU_21-16,2/1/1966,18764,6027,507,,
SRU_21-27,9/1/1964,18765,4062,383,,
SCU_34-09,11/1/1965,18771,5298,1674,,
SCU_21-04,6/1/1969,18772,162964,190,,
SCU_43-09,4/1/1964,18773,5600,10560,,
SCU_41-09,3/1/1965,18773,5510,3576,,
SCU_34-09,10/1/1972,18776,328489,581,,
SRU_21-27,5/1/1963,18780,2680,190,,
SRU_21-34,3/1/1965,18780,4495,190,,
