Well,Date,Oil,Gas,Water,InjGas,InjWtr
SRU_32-33,9/1/1961,15349,3415,155,,
SRU_23-15,8/1/1971,15349,6686,5677,,
SCU_43-08,10/1/1972,15349,202812,139,,
SCU_13-04,11/1/1974,15351,128650,58,,
SCU_43A-05,11/1/1974,15351,128650,58,,
SRU_23-33,11/1/1965,15353,3995,2781,,
SCU_314-03,9/1/1977,15356,380082,5632,,
SCU_32A-09,3/1/1978,15357,426951,1820,,
SCU_13-34,1/1/1989,15357,59263,1714,,
SCU_12A-04,10/1/1975,15358,232095,403,,
SRU_312-22,8/1/1963,15359,2212,155,,
SCU_41-05,1/1/1977,15368,311623,6000,,
SCU_44-04,3/1/1979,15368,446988,1917,,
SCU_34-04,1/1/1974,15369,252317,187,,
SRU_21-27,7/1/1963,15372,2369,155,,
SCU_24-05,5/1/1976,15376,195660,2080,,
SCU_21A-16,9/1/1977,15377,10070,1534,,
SCU_42B-05,6/1/1984,15384,188445,371,,
SCU_43-09,4/1/1973,15390,161780,10260,,
SCU_42B-05,12/1/1984,15391,442577,439,,
SRU_12-27,11/1/1961,15392,2123,558,,
SCU_24-09,2/1/1979,15392,530523,864,,
SCU_24A-09,2/1/1979,15392,530523,864,,
SCU_41-09,4/1/1965,15394,5134,3849,,
SCU_13-34,1/1/1973,15399,427187,156,,
SRU_23-15,10/1/1967,15401,8653,5424,,
SCU_34-08,4/1/1973,15402,4020,7934,,
SCU_34-09,3/1/1962,15407,3402,154,,
SCU_11-16,7/1/1978,15410,319516,203,,
SCU_21-16,2/1/1974,15414,93333,812,,
SCU_32A-09,8/1/1983,15414,561513,2783,,
SCU_34-09,6/1/1962,15422,3292,156,,
SCU_41-09,2/1/1975,15423,62410,676,,
SCU_32A-05,1/1/1976,15430,214182,9486,,
SCU_42B-05,8/1/1984,15434,125441,482,,
SCU_43-08,11/1/1969,15436,12572,315,,
SCU_42B-05,11/1/1985,15437,443521,1537,,
SCU_21-08,11/1/1975,15439,339010,13546,,
SRU_14-22,12/1/1970,15440,42764,15440,,
SCU_11-16,11/1/1972,15440,159909,109,,
SRU_23-15,12/1/1966,15445,11830,4608,,
SCU_43-08,3/1/1972,15451,131466,156,,
SRU_41-33,5/1/1961,15452,2925,163,,
SCU_32A-05,5/1/1977,15452,217424,13702,,
SRU_14-22,5/1/1972,15455,57993,18143,,
SRU_21-27,1/1/1964,15458,3285,156,,
KGSF_1,4/1/1966,15460,3775,3840,,
SCU_21-03,8/1/1976,15468,270508,29171,,
SCU_314-03,12/1/1978,15469,539962,1204,,
SRU_21-34,8/1/1965,15472,3611,156,,
SCU_13-34,2/1/1988,15473,64950,130,,
SRU_21-27,2/1/1965,15476,3016,1346,,
SRU_21-34,2/1/1965,15476,3699,156,,
SCU_32A-09,12/1/1980,15476,600286,3348,,
SRU_41-33,7/1/1995,15478,140753,85438,,
SRU_32-33,12/1/1962,15481,2338,156,,
SRU_23-27,5/1/1972,15486,36459,30061,,
SCU_44-08,1/1/1977,15491,363152,403,,
SRU_32A-33,11/1/1993,15491,237116,31954,,
SCU_43-08,11/1/1963,15493,5096,156,,
SCU_34-05,4/1/1983,15493,594625,1350,,
SRU_23-15,4/1/1971,15498,9722,4894,,
SRU_432-15,10/1/1961,15500,1971,1722,,
SCU_23A-03,7/1/1975,15500,32993,62,,
KGSF_1,12/1/1972,15501,145679,25291,,
SCU_12A-04,11/1/1975,15504,211317,390,,
SCU_14A-09,1/1/1978,15508,201914,279,,
SCU_34-08,6/1/1974,15515,39661,9060,,
SRU_12-15,7/1/1965,15517,3397,6650,,
SCU_21-08,5/1/1975,15517,327933,19499,,
SRU_21-22,8/1/1975,15522,16018,30008,,
SCU_34-33,12/1/1978,15524,567312,280,,
SCU_43-09,11/1/1972,15527,165419,10351,,
SRU_312-22,3/1/1964,15528,3535,1725,,
SRU_21-34,1/1/1964,15533,2693,157,,
SRU_21-27,4/1/1974,15533,204102,6670,,
SCU_21-03,6/1/1980,15539,536634,9750,,
SRU_23-33,3/1/1974,15540,138835,1960,,
SCU_332-04,2/1/1961,15542,3245,164,,
SCU_41-05,4/1/1964,15544,4378,818,,
SCU_32A-09,12/1/1982,15546,568301,3517,,
SCU_12-03,8/1/1962,15548,3418,648,,
SRU_32A-33,6/1/1994,15555,227972,35610,,
SRU_21-15,5/1/1962,15557,2321,819,,
SRU_21-27,9/1/1974,15558,224729,6757,,
SCU_34-09,8/1/1973,15563,194871,318,,
SRU_21-34,7/1/1963,15565,2517,157,,
SRU_312-22,6/1/1964,15565,3824,3416,,
SRU_23-33,9/1/1971,15569,162751,2123,,
SRU_314-27,1/1/1961,15571,2861,169,,
SRU_14-22,6/1/1972,15574,104699,15574,,
SCU_43-09,2/1/1980,15574,542795,9423,,
SCU_43-08,2/1/1962,15575,3468,148,,
SCU_13-04,2/1/1974,15581,74738,28,,
SCU_43A-05,2/1/1974,15581,74738,28,,
KGSF_1,1/1/1962,15582,2830,157,,
SCU_12A-04,1/1/1976,15585,256912,1209,,
SRU_21-34,4/1/1982,15589,137138,21190,,
SRU_12-27,11/1/1960,15596,1867,340,,
SRU_21-15,7/1/1967,15596,64485,7738,,
SRU_12-34,9/1/1971,15600,13581,19067,,
SCU_13-04,3/1/1978,15602,244078,3900,,
SCU_41-05,3/1/1978,15602,326888,5790,,
SCU_43A-05,3/1/1978,15602,244078,3900,,
SCU_32-08,4/1/1962,15604,2831,157,,
SCU_34-05,10/1/1971,15604,275756,110,,
KGSF_1,1/1/1973,15605,161080,27742,,
SCU_21-04,2/1/1962,15609,3655,158,,
SCU_24-05,9/1/1978,15622,455479,1971,,
SCU_24-05,12/1/1975,15627,198069,1829,,
SCU_43-08,11/1/1971,15628,176128,158,,
SCU_41-09,11/1/1979,15629,695411,7196,,
SCU_21-16,5/1/1974,15630,64466,450,,
SCU_21-08,4/1/1978,15635,456743,10110,,
SRU_12-27,6/1/1979,15640,70874,17190,,
SRU_23-15,8/1/1965,15644,3720,1547,,
SCU_21-08,7/1/1963,15647,4098,158,,
SCU_32-09,3/1/1961,15651,3911,167,,
SCU_21-03,4/1/1977,15653,357011,20619,,
KGSF_1,9/1/1971,15654,166215,15654,,
SCU_13-34,8/1/1988,15655,74560,967,,
SCU_43-09,12/1/1975,15657,33284,16833,,
SRU_234-15,11/1/1971,15658,30797,46974,,
SCU_21-03,1/1/1978,15658,375739,21111,,
SRU_41-33,8/1/1963,15661,2531,158,,
KGSF_1,8/1/1963,15669,2460,158,,
SRU_32A-33,2/1/1994,15669,224481,31794,,
SRU_23-15,7/1/1968,15670,15246,7031,,
SRU_12-15,2/1/1967,15675,15897,1750,,
SCU_13-34,12/1/1985,15676,228924,291,,
KGSF_1,11/1/1972,15681,131066,19958,,
SRU_32A-33,3/1/1993,15681,220205,36498,,
SRU_23-33,9/1/1967,15682,15009,2250,,
SCU_23A-03,10/1/1978,15683,466221,1530,,
SCU_32A-09,7/1/1983,15686,632927,2907,,
SCU_32A-09,9/1/1979,15688,513867,2100,,
SRU_21-22,5/1/1967,15697,66552,24523,,
SRU_21-27,11/1/1961,15698,2308,159,,
SRU_12-27,1/1/1962,15698,2162,569,,
SCU_14-34,7/1/1965,15698,6784,5233,,
SCU_33-05,2/1/1976,15701,35998,58,,
SRU_12-27,11/1/1979,15701,127685,15370,,
SCU_13-34,2/1/1987,15706,76354,368,,
SCU_13-04,10/1/1974,15720,119271,60,,
SCU_43A-05,10/1/1974,15720,119271,60,,
SRU_41-33,1/1/1991,15724,4433,46043,,
KGSF_1,10/1/1972,15727,112007,22632,,
SCU_11-16,7/1/1972,15728,171818,63,,
SCU_34-09,7/1/1962,15731,2798,159,,
SCU_41-09,7/1/1963,15735,4642,321,,
SCU_32A-09,12/1/1983,15737,667345,2612,,
SCU_34-08,1/1/1973,15739,3372,10493,,
SRU_32-33,9/1/1963,15743,2523,487,,
SRU_12-27,12/1/1963,15745,3033,3936,,
SCU_34-09,10/1/1978,15746,87684,150,,
SCU_32A-09,11/1/1978,15746,409535,1798,,
SCU_11-16,8/1/1972,15750,180035,159,,
SCU_31-16,11/1/1972,15757,115683,79,,
SCU_32-08,9/1/1962,15759,3306,161,,
SRU_21-27,3/1/1964,15770,3181,157,,
SRU_21-27,5/1/1974,15771,215298,7471,,
SRU_41-33,8/1/1961,15772,3466,155,,
SRU_12-27,9/1/1979,15772,124522,15660,,
SCU_34-09,2/1/1966,15774,4986,1879,,
SRU_21-27,1/1/1974,15775,245860,8866,,
SCU_34-09,2/1/1965,15786,4538,1008,,
SCU_34-09,8/1/1978,15786,71725,162,,
SCU_32-09,4/1/1961,15791,3784,164,,
SCU_13-34,6/1/1985,15791,258807,809,,
SRU_23-15,9/1/1967,15797,11588,5249,,
SCU_44-04,8/1/1977,15797,403021,4380,,
SRU_21-34,9/1/1982,15798,153717,24105,,
SRU_312-22,11/1/1962,15801,2469,159,,
SCU_13-34,7/1/1985,15807,261239,864,,
SCU_42-05,9/1/1974,15808,114533,9420,,
SCU_314-04,12/1/1965,15810,32942,146,,
SCU_21-08,1/1/1978,15810,433920,10894,,
SRU_234-15,10/1/1971,15812,25954,63248,,
SCU_21-08,4/1/1980,15820,510575,7714,,
SCU_24-34,8/1/1978,15821,278317,3657,,
SCU_24-05,6/1/1975,15823,140442,1352,,
SRU_41-33,1/1/1964,15827,3493,160,,
SCU_41-05,5/1/1975,15828,159644,8122,,
SRU_12-27,3/1/1980,15828,149901,15996,,
SRU_21A-34,5/1/1991,15828,15318,34738,,
SCU_13-34,10/1/1986,15831,88395,472,,
SRU_32A-33,5/1/1993,15834,238164,39148,,
SCU_43-09,5/1/1964,15836,4746,8908,,
SCU_14-09,11/1/1961,15838,3477,160,,
SRU_23-27,6/1/1971,15838,124213,12444,,
SCU_21-03,4/1/1970,15840,9893,660,,
SCU_32-09,2/1/1972,15848,100063,1011,,
SCU_24-05,10/1/1978,15856,486013,1711,,
SCU_24-05,12/1/1977,15858,368564,1798,,
SRU_14-22,6/1/1971,15863,81228,23795,,
SRU_21-34,6/1/1965,15865,4466,160,,
SCU_11-16,9/1/1980,15867,441524,200,,
SCU_34-09,11/1/1978,15871,94567,232,,
SCU_14A-09,9/1/1976,15873,131813,145,,
SCU_43-09,5/1/1963,15878,4318,324,,
KGSF_1,9/1/1964,15878,3729,662,,
SCU_21-08,2/1/1980,15883,524096,5994,,
SRU_12-27,4/1/1961,15886,2470,346,,
SCU_13-34,9/1/1988,15886,72741,1525,,
SCU_14-09,12/1/1961,15889,3497,160,,
SCU_41-09,12/1/1961,15890,3676,161,,
SCU_32-09,6/1/1961,15891,4369,162,,
SCU_42A-05,8/1/1989,15893,298237,563,,
SCU_11-16,5/1/1981,15896,694672,318,,
SCU_21-08,11/1/1963,15900,4314,161,,
SCU_21-08,5/1/1978,15900,428919,9690,,
SCU_11-16,4/1/1976,15909,156967,108,,
SRU_34-28,10/1/1967,15914,10445,17748,,
SCU_43-09,2/1/1978,15915,405887,14588,,
SRU_12-15,7/1/1963,15922,4009,838,,
SRU_314-27,11/1/1963,15924,2844,161,,
SCU_31A-16,5/1/1977,15924,357607,217,,
SCU_13-34,10/1/1988,15925,74326,1389,,
SCU_42B-05,10/1/1985,15927,454294,1801,,
SCU_41-05,11/1/1970,15929,4765,3497,,
SCU_34-09,12/1/1961,15930,3084,161,,
SRU_23-15,4/1/1965,15930,3337,664,,
SCU_32-09,10/1/1961,15936,3323,161,,
SRU_32A-33,4/1/1993,15939,220624,38348,,
SCU_32A-09,11/1/1982,15940,479286,3518,,
SRU_32-33,7/1/1963,15942,2692,325,,
SCU_13-34,3/1/1988,15950,63762,413,,
SCU_41-05,5/1/1977,15952,265612,7533,,
SCU_13-34,1/1/1976,15956,57349,6262,,
SCU_34-33,1/1/1976,15956,223437,93,,
SCU_31-16,4/1/1972,15958,134778,80,,
SCU_24-05,11/1/1975,15960,189509,1770,,
SCU_41-05,12/1/1967,15961,20523,8354,,
SCU_12-03,6/1/1966,15964,5024,2610,,
SCU_323-09,5/1/1966,15966,11546,140,,
SCU_34-08,9/1/1963,15967,3664,326,,
SCU_34-08,10/1/1963,15970,3753,326,,
SRU_21-27,6/1/1964,15971,4045,161,,
KGSF_1,9/1/1961,15985,3108,161,,
SRU_432-15,5/1/1961,15987,2385,1065,,
SRU_12-27,3/1/1965,15999,3599,8999,,
SCU_11-16,5/1/1978,16010,341325,279,,
SCU_33-33,3/1/1987,16014,249188,181,,
SRU_314-27,4/1/1965,16016,3434,2826,,
SCU_44-04,6/1/1978,16016,454591,1652,,
SCU_21B-16,1/1/1986,16018,229387,181,,
SCU_314-03,8/1/1971,16020,74893,1393,,
SCU_341-04,9/1/1962,16023,4169,154,,
SCU_32-08,6/1/1963,16025,4806,162,,
SCU_44-08,10/1/1976,16026,375173,630,,
KGSF_1,6/1/1964,16029,3456,672,,
SCU_43-08,7/1/1962,16030,3275,162,,
SCU_13-34,12/1/1986,16034,53431,499,,
SRU_32A-33,4/1/1992,16034,184840,31810,,
SRU_21-34,4/1/1963,16036,2222,162,,
SCU_41-05,10/1/1970,16038,35643,13122,,
SCU_21-03,11/1/1979,16038,575806,4872,,
SCU_23A-03,1/1/1977,16042,187398,279,,
SCU_14-05,7/1/1970,16043,10475,2831,,
SCU_21-08,6/1/1963,16050,4053,162,,
SCU_12-03,1/1/1965,16051,4181,1703,,
SCU_32-09,9/1/1961,16052,3600,161,,
SRU_12-27,2/1/1980,16054,137625,13203,,
SRU_32-33,6/1/1964,16055,4075,1588,,
SCU_21-03,6/1/1981,16058,422975,9513,,
SRU_14A-33,6/1/1974,16061,40890,4290,,
SCU_43-08,1/1/1964,16064,5507,162,,
SRU_314-27,4/1/1961,16067,2830,173,,
SRU_41-33,11/1/1969,16067,127975,178,,
KGSF_1,2/1/1972,16070,138084,24105,,
SCU_34-08,8/1/1966,16071,4384,456,,
SCU_14-34,10/1/1980,16079,227392,14587,,
SRU_23-27,11/1/1970,16080,96267,10720,,
SCU_21-03,8/1/1980,16080,586243,10920,,
KGSF_1,7/1/1963,16084,2680,162,,
SCU_43-09,4/1/1974,16084,255546,9380,,
SRU_21-34,8/1/1978,16084,462243,3240,,
SRU_21-34,2/1/1984,16085,42354,32164,,
SCU_21-16,7/1/1970,16088,53609,163,,
SRU_23-27,4/1/1972,16088,34455,24132,,
SCU_32A-09,1/1/1983,16092,543597,3522,,
KGSF_1,4/1/1964,16096,3698,671,,
SRU_21-27,9/1/1973,16096,212831,11656,,
SRU_12-27,5/1/1967,16098,3295,14669,,
SCU_33-33,7/1/1987,16098,333127,101,,
SCU_32-09,10/1/1971,16099,34936,991,,
SRU_32-33,8/1/1963,16112,2600,498,,
SCU_21-08,2/1/1977,16115,431922,9880,,
SCU_43-05,2/1/1964,16129,4694,163,,
SCU_43-09,12/1/1979,16131,490289,9135,,
KGSF_1,2/1/1964,16133,3099,329,,
SRU_432-15,3/1/1963,16138,2135,163,,
SCU_43A-08,9/1/1988,16141,136289,2066,,
SCU_44-33,4/1/2014,16143,8009,4492,,
SRU_12-27,5/1/1980,16144,172185,14880,,
SRU_21-27,11/1/1963,16147,3011,163,,
SRU_23-15,9/1/1969,16148,108081,4824,,
SRU_12-34,5/1/1962,16156,3179,163,,
SCU_43-09,12/1/1972,16157,196437,10771,,
SRU_12-15,8/1/1965,16159,3742,8701,,
SCU_24-05,8/1/1974,16160,277968,816,,
SCU_11-16,10/1/1977,16162,315905,186,,
SRU_23-15,9/1/1971,16166,11435,5680,,
SCU_13-34,11/1/1985,16169,189242,514,,
SRU_432-15,2/1/1961,16170,2297,624,,
SCU_34-33,10/1/1975,16171,178947,1457,,
SCU_11-16,1/1/1977,16172,229243,279,,
SCU_23A-03,8/1/1977,16172,296475,1023,,
SRU_41-33,9/1/1961,16198,3631,164,,
SCU_32A-09,4/1/1976,16200,371917,805,,
SRU_32-33,5/1/1964,16206,4183,1603,,
SRU_23-15,2/1/1966,16206,4021,2533,,
SCU_21-03,4/1/1981,16207,352772,8876,,
SRU_32-33,10/1/1963,16209,2672,675,,
SCU_44-04,10/1/1979,16209,511882,2460,,
SRU_32A-33,7/1/1993,16209,256246,37707,,
SRU_23-27,12/1/1969,16211,33535,19813,,
SRU_23-22,5/1/1973,16213,205473,5404,,
SCU_12-03,10/1/1974,16217,282091,7020,,
SCU_13-34,4/1/1988,16221,59655,180,,
SRU_32A-33,10/1/1992,16222,202777,31493,,
SRU_23-15,6/1/1971,16226,21200,5409,,
SRU_12-27,8/1/1980,16227,195511,15469,,
SCU_12-03,4/1/1975,16231,353564,17922,,
SRU_312-22,5/1/1964,16237,3974,3326,,
KGSF_1,11/1/1961,16240,2554,164,,
SRU_32-33,1/1/1970,16242,159057,1037,,
SCU_34-08,8/1/1964,16249,5858,503,,
SRU_312-22,2/1/1965,16250,3620,10833,,
SCU_32A-09,9/1/1983,16250,617704,2604,,
SRU_14-33,11/1/1964,16252,4079,1037,,
SCU_34-33,6/1/1963,16253,5488,332,,
SCU_31A-16,2/1/1977,16254,331843,140,,
SRU_32A-33,4/1/1994,16254,227554,32895,,
SCU_21-03,9/1/1977,16257,362163,20474,,
SCU_32-08,11/1/1962,16266,3046,164,,
SCU_34-05,4/1/1962,16275,3212,164,,
SCU_42A-05,1/1/1982,16275,339343,11103,,
SCU_11-16,4/1/1981,16276,655146,291,,
SRU_21-34,7/1/1980,16289,442343,5430,,
SCU_32A-09,1/1/1978,16290,430778,2263,,
SCU_24-05,2/1/1979,16294,404749,1566,,
SRU_34-28,3/1/1971,16298,14152,38029,,
SRU_32A-33,11/1/1992,16300,223667,33089,,
SCU_13-34,9/1/1985,16304,224862,1056,,
SRU_21A-34,12/1/1990,16304,71324,1035,,
SCU_13-34,8/1/1975,16309,63552,11160,,
SRU_21-27,8/1/1974,16310,261007,7223,,
SRU_21-34,3/1/1983,16310,154615,20055,,
SCU_12-03,6/1/1962,16312,3354,680,,
SCU_23A-03,10/1/1977,16312,306868,1147,,
SRU_21-27,10/1/1961,16313,2575,165,,
SCU_31-16,2/1/1972,16313,107188,16,,
SRU_23-27,12/1/1973,16316,74243,29400,,
SCU_21-08,6/1/1978,16323,465670,7920,,
SCU_34-05,3/1/1983,16323,614528,1376,,
SRU_34-28,9/1/1967,16324,22166,17175,,
SRU_14-22,1/1/1972,16324,62344,16324,,
SCU_14-05,6/1/1970,16327,6980,1814,,
SCU_23A-03,4/1/1977,16327,197325,232,,
SCU_34-33,1/1/1961,16330,3211,171,,
SRU_12-15,9/1/1967,16334,53475,1294,,
SRU_12-27,11/1/1980,16337,102006,14529,,
SRU_12-34,4/1/1964,16349,3793,165,,
KGSF_1,5/1/1965,16353,4236,2817,,
SRU_12-27,12/1/1979,16357,114344,16182,,
SCU_32-08,3/1/1964,16361,3925,165,,
SCU_12-03,2/1/1963,16363,4632,165,,
SCU_14-09,1/1/1962,16366,3879,165,,
SRU_14A-33,3/1/1977,16372,73704,4669,,
SCU_24-05,8/1/1978,16387,478297,1740,,
SCU_21-03,12/1/1979,16387,545562,5220,,
SRU_23-27,6/1/1972,16391,62692,38246,,
SCU_34-09,1/1/1962,16392,3275,166,,
KGSF_1,11/1/1965,16397,4702,2970,,
SCU_44-04,8/1/1981,16398,715425,6840,,
SCU_34-09,5/1/1962,16400,3593,166,,
SRU_21-34,12/1/1963,16401,2804,166,,
SCU_32A-05,9/1/1975,16401,221158,11640,,
SRU_314-27,2/1/1965,16405,3661,1823,,
SRU_312-22,2/1/1964,16406,3806,1234,,
SCU_44-04,12/1/1978,16432,382908,1116,,
SCU_21-08,3/1/1964,16433,5051,166,,
SRU_41A-15,9/1/1966,16437,13017,9097,,
SCU_24-05,2/1/1976,16443,193870,1798,,
SCU_32A-09,1/1/1981,16444,585124,3480,,
SRU_432-15,3/1/1961,16445,2385,1118,,
SRU_21-27,9/1/1969,16447,14056,11910,,
SCU_13-34,12/1/1974,16447,34279,5100,,
SCU_32-08,12/1/1962,16456,3188,166,,
SRU_23-15,5/1/1971,16457,12086,5486,,
SCU_323-09,4/1/1964,16463,8037,166,,
SCU_33-05,11/1/1975,16469,19536,34,,
SCU_11-16,11/1/1980,16477,495382,270,,
SCU_43-09,1/1/1973,16482,127464,11454,,
SRU_312-22,11/1/1965,16484,4592,11280,,
SRU_23-15,4/1/1966,16486,4025,3120,,
SRU_23-33,7/1/1971,16490,162091,2038,,
SCU_13-04,10/1/1977,16492,238270,3379,,
SCU_43A-05,10/1/1977,16492,238270,3379,,
SCU_13-34,3/1/1989,16492,58218,2154,,
SRU_21-27,3/1/1963,16496,2728,167,,
SCU_32A-09,10/1/1979,16496,526431,2201,,
SCU_43-08,10/1/1968,16502,22031,163,,
SCU_34-04,4/1/1996,16505,6814,9279,,
SRU_21-27,11/1/1967,16508,4850,4335,,
SRU_41A-15,8/1/1966,16512,12002,9872,,
SCU_14-09,5/1/1962,16513,3720,167,,
SCU_44-33,5/1/2014,16515,6047,4460,,
SRU_21-27,12/1/1962,16519,2245,167,,
SCU_21-03,2/1/1970,16519,36404,5109,,
SCU_32-09,9/1/1972,16519,102913,1917,,
SRU_21-27,2/1/1975,16520,216193,6552,,
SCU_13-34,8/1/1985,16521,253494,934,,
SRU_32-33,7/1/1964,16535,4365,1737,,
SCU_24-34,8/1/1976,16536,414614,9486,,
SRU_21-34,9/1/1981,16539,266051,7165,,
SCU_32A-09,9/1/1977,16542,407380,1898,,
SRU_312-22,4/1/1964,16547,3693,2473,,
SCU_24-05,10/1/1977,16552,381762,2108,,
SRU_21-27,3/1/1969,16553,2981,12165,,
SRU_41A-15,8/1/1972,16553,10051,32132,,
SRU_21-27,1/1/1975,16553,241113,5340,,
SRU_312-22,10/1/1962,16565,2575,167,,
SCU_13-34,12/1/1987,16568,73954,46,,
SRU_14A-33,1/1/1974,16570,3321,5332,,
SCU_14-34,7/1/1966,16577,9038,7344,,
SCU_11-16,12/1/1974,16579,146305,116,,
SCU_41-05,12/1/1975,16580,217175,6107,,
SCU_11-16,11/1/1977,16582,278707,240,,
SCU_21-03,12/1/1963,16591,5146,2666,,
SRU_12-34,7/1/1964,16595,3883,168,,
SCU_33-08,3/1/1979,16595,348423,150,,
SCU_34-08,10/1/1966,16597,4517,456,,
SRU_21-34,9/1/1965,16598,4419,167,,
SCU_34-08,11/1/1968,16607,8188,874,,
SCU_41-05,1/1/1972,16613,15616,13053,,
SCU_13-34,10/1/1985,16617,210174,807,,
SCU_11-16,9/1/1973,16621,178719,67,,
SCU_41-05,10/1/1975,16622,231523,5580,,
SCU_32-09,8/1/1961,16623,4006,155,,
SCU_32A-09,8/1/1979,16634,524949,2108,,
SRU_32A-33,10/1/1994,16634,179685,32007,,
SCU_32-09,7/1/1961,16635,4356,155,,
SCU_12-03,12/1/1976,16638,548005,22289,,
SRU_23-22,3/1/1974,16639,52217,8940,,
SRU_14-33,11/1/1965,16642,4414,6318,,
SCU_21-03,12/1/1977,16660,412217,20181,,
SRU_14-22,9/1/1970,16665,21801,12068,,
SRU_23-33,9/1/1970,16665,11669,2713,,
SCU_332-04,3/1/1965,16672,7950,168,,
SCU_33-33,10/1/1987,16675,362039,60,,
SCU_34-04,1/1/1976,16680,361013,1080,,
SRU_23-27,10/1/1972,16681,43029,29655,,
SRU_32A-33,12/1/1993,16683,263719,35019,,
SRU_12-34,8/1/1971,16687,3955,18078,,
SCU_31A-16,1/1/1977,16690,328948,155,,
SRU_34-28,9/1/1971,16692,99623,30999,,
SCU_11-16,11/1/1974,16692,120323,275,,
SCU_14-05,2/1/1970,16702,5663,1452,,
SCU_34-08,8/1/1970,16704,9332,1652,,
KGSF_1,10/1/1970,16708,183544,15423,,
SCU_32A-05,4/1/1977,16708,196651,9960,,
SCU_42B-05,5/1/1984,16715,124273,387,,
SCU_44-04,9/1/1978,16716,462040,1218,,
SCU_32-09,5/1/1961,16718,4356,173,,
SRU_32A-33,1/1/1993,16721,214067,40468,,
SRU_32A-33,7/1/1994,16722,218678,29463,,
SCU_14-05,1/1/1971,16729,30641,5578,,
SRU_14-33,1/1/1966,16730,4837,3162,,
SCU_13-34,12/1/1971,16730,168046,34,,
SRU_23-27,11/1/1972,16730,36004,29742,,
SRU_32-33,11/1/1970,16731,203705,1068,,
SCU_21-04,9/1/1962,16732,4154,174,,
SCU_13-34,5/1/1986,16740,236945,425,,
SCU_12-03,9/1/1966,16742,5097,2604,,
SCU_13-34,7/1/1986,16742,193321,425,,
SCU_43-08,8/1/1969,16743,28890,1691,,
SRU_32A-33,1/1/1992,16743,152738,35594,,
SCU_32A-09,9/1/1978,16747,441493,1769,,
SCU_21-08,12/1/1963,16748,4361,169,,
SCU_32A-09,6/1/1979,16752,499108,2044,,
SCU_43-08,8/1/1962,16759,3457,169,,
SCU_24-09,5/1/1978,16760,445478,775,,
SCU_24A-09,5/1/1978,16760,445478,775,,
SRU_12-27,10/1/1961,16763,2416,518,,
SCU_21-04,12/1/1961,16767,3656,169,,
SCU_33-33,12/1/1987,16768,307280,231,,
SRU_21-34,11/1/1963,16770,2635,169,,
SCU_34-09,10/1/1965,16771,4462,1458,,
SCU_11-16,6/1/1980,16772,409567,300,,
SRU_21-34,11/1/1983,16775,37684,30288,,
SRU_14-22,8/1/1971,16777,109363,15486,,
SCU_32-08,5/1/1964,16781,4749,169,,
SCU_44-04,3/1/1978,16783,443370,2912,,
SCU_41-09,2/1/1962,16784,3295,170,,
SCU_32-08,8/1/1962,16789,3611,170,,
SRU_32-33,6/1/1969,16789,122980,700,,
SCU_14-05,12/1/1970,16790,19440,3439,,
KGSF_1,1/1/1966,16798,4925,3174,,
SRU_21-22,12/1/1975,16799,12969,29481,,
SCU_24-05,6/1/1977,16811,335150,2604,,
SRU_24-33,6/1/1975,16816,190595,966,,
SRU_12-27,3/1/1979,16817,68210,15748,,
SRU_21-27,5/1/1964,16818,4054,170,,
SRU_21-27,10/1/1963,16821,2448,170,,
SRU_21-27,3/1/1974,16827,209650,7320,,
SRU_14A-33,12/1/1973,16832,14888,5022,,
SCU_23A-03,1/1/1978,16832,322577,1271,,
SCU_11-16,6/1/1978,16832,347761,210,,
SRU_34-28,7/1/1967,16833,6445,17748,,
SCU_11-16,2/1/1975,16833,175066,78,,
SRU_21-34,2/1/1982,16836,164112,8955,,
SCU_43-09,1/1/1974,16838,295963,10380,,
SCU_13-34,4/1/1987,16838,196082,244,,
SCU_13-04,11/1/1977,16841,241967,3450,,
SCU_43A-05,11/1/1977,16841,241967,3450,,
SCU_34-09,9/1/1965,16847,4878,723,,
SRU_32-33,1/1/1964,16848,3308,887,,
SCU_44-04,7/1/1978,16849,446538,1044,,
SCU_34-08,5/1/1973,16856,3595,7932,,
SCU_21-08,10/1/1963,16857,4802,170,,
SCU_34-04,5/1/1975,16863,358046,779,,
SCU_43A-04,9/1/1975,16877,154124,4140,,
SCU_13-34,1/1/1975,16878,38689,9480,,
SCU_24-05,5/1/1978,16880,463766,1674,,
SRU_12-15,1/1/1967,16881,6577,3100,,
SRU_32A-33,9/1/1994,16884,214240,29828,,
SCU_32A-09,2/1/1980,16888,494101,2268,,
SCU_11-16,1/1/1981,16889,511059,319,,
SRU_12-27,5/1/1979,16891,77274,19916,,
SRU_21-27,12/1/1961,16893,2798,171,,
SRU_312-22,2/1/1963,16894,1620,171,,
SCU_21-03,11/1/1977,16898,384011,19860,,
SRU_32A-33,10/1/1991,16901,127424,37628,,
SCU_23A-03,9/1/1975,16907,48566,60,,
SRU_21-27,12/1/1973,16909,218981,5301,,
SCU_32A-05,8/1/1975,16913,228175,12958,,
SCU_21-08,10/1/1978,16917,515855,8092,,
SRU_23-15,8/1/1969,16919,92397,4230,,
SRU_23-22,8/1/1973,16919,115517,5640,,
SCU_24-34,12/1/1976,16919,188354,6032,,
SCU_31-08,5/1/1983,16920,202933,657,,
